id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46949855,FRONTDESK | 1BR Apt with Washer and Dryer,374704411,Frontdesk,,Central Business District,29.952047,-90.0716173,Entire home/apt,87,1,49,2022-08-27,3.15,28,359,34,"21CSTR-07941, 21-OSTR-07910"
46986371,Hidden Garden District Gem Steps from Magazine St,379854543,Yancey,,Garden District,29.92631,-90.08647,Entire home/apt,75,30,6,2022-07-16,0.34,1,102,4,
47051310,Boho *2bedroom* Shotgun House in Mid-City,373639998,Patricia,,Mid-City,29.97291,-90.10801,Entire home/apt,75,60,5,2022-07-06,0.28,1,0,1,
47070347,Basement Apt. city park /museum on streetcar track,380441328,Salvador,,City Park,29.98213,-90.09197,Entire home/apt,81,2,101,2022-09-05,5.28,1,51,51,"20RSTR-26409, 20-OSTR-26404"
47074464,Comfortable 4BR Apt. Perfect for Groups/Families,342098190,Jean,,Central City,29.93498,-90.09193,Entire home/apt,1993,3,35,2022-08-30,1.83,4,335,27,"21-CSTR-17650, 20-OSTR-75623"
47074465,Faubourg Delassize Gated Apartment!,342098190,Jean,,Central City,29.93523,-90.09192,Entire home/apt,206,30,19,2022-05-25,1.07,4,111,14,"20STR-50573, 20-OSTR-8354"
47074661,"Roomy, Gated Apartment Perfect for Groups/Family!",342098190,Jean,,Central City,29.93674,-90.09379,Entire home/apt,1362,3,26,2022-04-01,1.41,4,343,10,"21-CSTR-07154, 20-OSTR-47571"
47091686,WorldMark Plaza New Orleans - Studio,262977661,At Home,,Central City,29.93418,-90.0813,Entire home/apt,119,35,0,,,1,28,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47092812,Convenient and Spacious Carondelet Condo in CBD.,380578336,Michelle,,Central Business District,29.95108,-90.07169,Entire home/apt,145,2,65,2022-09-04,3.40,2,105,52,"20CSTR-33266, 20OSTR-33262"
47124248,NOLA Home Minutes From French Quarters,264462293,Collins,,Dillard,29.99634,-90.07203,Entire home/apt,196,2,14,2022-09-05,4.77,1,210,14,"22-RSTR-10060, 22-OSTR-10059"
47134566,Beautiful and Spacious Double | Near FQ,8329708,Sam,,Central City,29.94201,-90.07679,Entire home/apt,135,3,61,2022-08-22,2.97,13,160,35,"22-CSTR-06997, 21-OSTR-17448"
47139270,Charming One Bedroom w/Private Entrance,54356890,Kari,,Fairgrounds,29.98435,-90.07646,Entire home/apt,105,30,5,2022-05-09,0.38,2,90,4,"21RSTR-00000, 21-ostr-00954"
47205393,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94389,-90.07598,Entire home/apt,84,1,9,2022-08-08,0.44,258,347,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205394,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94572,-90.0771,Entire home/apt,84,1,39,2022-08-30,1.89,258,351,23,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205396,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94433,-90.07527,Entire home/apt,84,1,17,2022-05-30,0.86,258,335,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205397,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central Business District,29.94597,-90.07584,Entire home/apt,197,1,11,2022-07-01,0.60,258,335,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205398,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central Business District,29.94441,-90.07578,Entire home/apt,197,1,17,2022-08-21,0.82,258,344,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205399,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94527,-90.07529,Entire home/apt,109,1,9,2022-07-27,0.67,258,331,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205402,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central Business District,29.94622,-90.07664,Entire home/apt,128,1,11,2022-08-28,0.58,258,352,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205406,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central Business District,29.94395,-90.07598,Entire home/apt,128,1,14,2022-07-17,0.72,258,356,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205407,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94553,-90.0772,Entire home/apt,79,1,16,2022-09-05,0.83,258,353,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205409,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94568,-90.07555,Entire home/apt,79,1,28,2022-07-05,1.45,258,347,16,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205410,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.95377,-90.07001,Entire home/apt,79,1,23,2022-08-07,1.12,258,333,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205414,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94571,-90.07559,Entire home/apt,79,1,23,2022-08-29,1.12,258,319,12,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205415,Sextant Brandywine Near Bourbon St | Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94449,-90.07374,Entire home/apt,111,1,13,2022-09-08,0.63,258,331,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205419,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94588,-90.07551,Entire home/apt,84,1,8,2022-05-16,0.40,258,363,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205421,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94625,-90.07759,Entire home/apt,84,1,12,2022-05-29,0.63,258,346,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205422,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94562,-90.07575,Entire home/apt,84,1,10,2022-08-01,0.54,258,353,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205423,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94591,-90.07572,Entire home/apt,84,1,17,2022-08-23,0.83,258,331,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205425,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94602,-90.07538,Entire home/apt,84,1,18,2022-08-29,0.88,258,313,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47205426,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94607,-90.07734,Entire home/apt,109,1,12,2022-08-11,0.58,258,348,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47208897,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94472,-90.07759,Entire home/apt,79,1,11,2022-07-25,0.58,258,0,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47223832,"Cozy Artist Loft, Private Courtyard - 1 mile to FQ",164890631,Kia,,Seventh Ward,29.97995,-90.07349,Entire home/apt,99,28,37,2022-08-26,1.80,6,337,14,"20RSTR-62439, 20OSTR-25381"
47224491,Enjoy TWO Separate Units w/ Courtyard - 1 mi to FQ,164890631,Kia,,Seventh Ward,29.97975,-90.07391,Entire home/apt,235,28,11,2022-05-09,0.57,6,334,3,"20RSTR-54278, 20OSTR-46289"
47242548,Penthouse Suite in Downtown New Orleans - 2 min FQ,454425442,Adam,,Central Business District,29.95076,-90.06735,Entire home/apt,107,2,153,2022-09-03,7.40,22,96,79,"21-CSTR-10250, 21-OSTR-17158"
47280504,Beautiful Brand New Mid-City Mansion. Near it all.,192068166,Bradley,,Mid-City,29.96432,-90.0943,Entire home/apt,352,2,23,2022-09-05,3.30,1,38,23,"21RSTR-69696, 22-OSTR-00029"
47290714,Gardenia Suite: Historic 1BD/1BA+Free Parking,363188302,Daria,,Treme - Lafitte,29.97379,-90.07848,Entire home/apt,84,2,104,2022-08-23,5.07,3,67,58,"22-RSTR-07543, 22-OSTR-07589"
47291974,Mid-City Mambo,86157151,Bkrss Llc,,City Park,29.98182,-90.10118,Entire home/apt,117,2,14,2022-08-25,0.77,1,303,11,"20RSTR-33663, 20-OSTR-33657"
47318139,New Orleans-LA  Avenue Plaza Hotel- Studio,373307437,Desi,,Central City,29.93406,-90.08092,Entire home/apt,259,2,5,2022-05-16,0.32,1,89,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47328563,Selina Catahoula New Orleans - 2 Bedroom Apartment,267187398,Selina Catahoula,,Central Business District,29.95053,-90.07291,Private room,280,1,26,2022-05-11,1.55,5,180,16,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47332825,Modern and Spacious House | Heated Pool | Near FQ,8329708,Sam,,Central City,29.94251,-90.07764,Entire home/apt,350,3,58,2022-08-14,3.05,13,219,33,"20-CSTR-33596, 20OSTR-33597"
47351450,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94452,-90.07741,Entire home/apt,84,1,18,2022-08-09,0.90,258,356,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351453,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94429,-90.07703,Entire home/apt,84,1,14,2022-09-05,0.70,258,353,12,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351455,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94608,-90.07715,Entire home/apt,73,1,38,2022-08-23,1.88,258,310,15,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351459,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central Business District,29.9461,-90.07664,Entire home/apt,128,1,16,2022-08-29,0.83,258,362,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351460,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central Business District,29.94391,-90.07526,Entire home/apt,128,1,4,2022-02-27,0.40,258,359,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351472,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.9443,-90.07545,Entire home/apt,84,1,19,2022-06-22,0.94,258,363,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351473,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.9443,-90.07577,Entire home/apt,84,1,29,2022-06-12,1.50,258,347,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351474,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94607,-90.0754,Entire home/apt,79,1,5,2022-09-05,0.35,258,0,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351475,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94619,-90.07668,Entire home/apt,81,1,21,2022-08-14,1.08,258,338,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351478,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94447,-90.07563,Entire home/apt,84,1,11,2022-06-26,0.54,258,356,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351485,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central Business District,29.94624,-90.07552,Entire home/apt,197,1,12,2022-09-05,0.64,258,327,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351487,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94599,-90.07681,Entire home/apt,79,1,21,2022-08-17,1.11,258,0,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351489,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central City,29.94419,-90.07702,Entire home/apt,79,1,10,2022-06-12,0.51,258,356,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351491,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.9462,-90.07681,Entire home/apt,84,1,13,2022-07-28,0.66,258,355,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351492,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94622,-90.07527,Entire home/apt,73,1,17,2022-02-14,0.86,258,347,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351493,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94585,-90.07742,Entire home/apt,73,1,24,2022-08-12,1.20,258,342,10,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47351494,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94432,-90.07714,Entire home/apt,84,1,35,2022-08-28,1.84,258,351,20,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47355519,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94444,-90.07536,Entire home/apt,79,1,10,2022-08-28,0.52,258,356,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47355520,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94423,-90.07688,Entire home/apt,84,1,19,2022-07-19,0.97,258,362,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47359115,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central City,29.94431,-90.07751,Entire home/apt,84,1,10,2022-07-17,0.50,258,352,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47365450,Sextant Brandywine Near Bourbon | Pool + Penthouse,133779762,Sextant Stays,,Central City,29.94435,-90.07753,Entire home/apt,197,1,19,2022-08-31,1.02,258,348,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47368050,Sextant | The Lola | Near Bourbon St | Rooftop,133779762,Sextant Stays,,Lower Garden District,29.940677009340327,-90.06647722778847,Entire home/apt,111,1,19,2022-07-31,1.06,258,344,15,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47380150,Uptown New Orleans Home -7 mins to FQ Free Parking,180725629,Scott,,Milan,29.93315,-90.09309,Entire home/apt,801,199,21,2021-06-27,1.06,3,5,0,"20STR-33514, 19-ostr-0102"
47403514,"Upscale, Safe and Secluded Lakefront Neighborhood",375636740,Eric,,Lakeshore - Lake Vista,30.02011,-90.09353,Private room,30,30,5,2022-08-19,0.26,3,210,2,
47404304,Full Kitchen-W/D-20min→Airport-Smart TV-940Mbps,137597490,Eb,,Gert Town,29.95385,-90.10125,Shared room,14,30,4,2022-07-19,0.25,6,90,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47406229,Clean Bywater home w/ space for social distancing!,382693469,David And Denise,,St. Claude,29.96531,-90.04166,Entire home/apt,124,1,77,2022-09-05,3.79,1,48,49,"20RSTR-26791, 20OSTR-26791"
47421975,Esplanade Ridge Cottage! Bike to French Quarter!,382820923,Jamal,,Seventh Ward,29.97392,-90.07059,Entire home/apt,100,4,11,2022-07-29,2.09,1,48,11,"21RSTR-05956, 21OSTR-16936"
47429873,Enormous 2 Bed/ 2 Bath Apt with Offstreet Parking,5649317,Scott,,Treme - Lafitte,29.97375,-90.07624,Entire home/apt,80,30,1,2021-06-21,0.07,3,292,0,
47448462,Bayou St. John Studio,5679963,Melissa,,City Park,29.97786,-90.08964,Entire home/apt,130,2,17,2022-06-11,2.52,1,66,17,"21-RSTR-20599, 21-OSTR-20595"
47454266,"Oak St Sanctuary Food, Fun, Streetcar & more!",4983998,September,,Leonidas,29.951511,-90.135185,Entire home/apt,81,3,10,2022-09-03,0.67,4,48,5,"19-STR-17285, 20-OSTR-01907"
47467344,Uptown New Orleans Home -7 mins to FQ Free Parking,180725629,Scott,,Milan,29.9339,-90.09469,Entire home/apt,619,199,25,2021-06-30,1.23,3,2,0,"20STR-33513, 19-ostr-0102"
47472162,Charming uptown guest suite near Magazine Street,41255577,Taylor,,Irish Channel,29.92425,-90.08374,Private room,100,2,34,2022-09-05,2.47,1,104,33,"21-RSTR-00372, 21-OSTR-07646"
47491224,Garden View Room in Historic Mansion,112910785,Marigny,,Marigny,29.96529,-90.0625,Private room,85,1,31,2022-04-21,1.59,58,16,15,"21-CSTR-02590, 19-ostr-00044"
47491542,Haunted French Quarter Mansion- Mardi Gras Room,112910785,Marigny,,Marigny,29.96521,-90.06212,Private room,111,1,16,2022-06-07,0.87,58,16,14,"21-CSTR-02590, 20-ostr-00044"
47504398,Modern + Chic Mid City Duplex,383432052,Dana,,Treme - Lafitte,29.96918,-90.08102,Entire home/apt,156,2,35,2022-07-04,1.93,2,136,24,"17STR-10000, 17-OSTR-0001"
47508587,“CHARMING” SAINT CLAUDE Apartment 2 Bedroom,105925680,Joseph,,Holy Cross,29.95894,-90.01298,Entire home/apt,86,1,53,2022-08-13,2.92,2,92,23,"21-CSTR-21967, 21-ostr-12734"
47508991,"""Cozy Saint Claude"" Remodeled Apt 2 bedroom",105925680,Joseph,,Holy Cross,29.95977,-90.0134,Entire home/apt,86,1,37,2022-08-22,2.09,2,92,16,"21CSTR-21964, 21-ostr-21964"
47516505,Prince Philip-Royal Treatment Near Garden District,9091070,Natasha,,Central City,29.93652,-90.08583,Entire home/apt,478,2,76,2022-09-05,3.79,1,268,43,"20STR-01634, 20-OSTR-01633"
47516836,Haunted French Quarter Mansion- Queen Bedroom,112910785,Marigny,,Marigny,29.96611,-90.06098,Private room,85,1,31,2022-04-25,1.57,58,16,17,"21-CSTR-02590, 19-ostr-00044"
47518168,Cozy Southern Charm Algiers Home Away from Home,383533828,Toshiba,,Behrman,29.94048,-90.03819,Entire home/apt,275,2,35,2022-08-28,1.75,1,161,7,"20RSTR-24224, 20-OSTR-24004"
47534577,New - Degas House - Estelle King Balcony Suite,50298426,David,,Treme - Lafitte,29.973558,-90.075241,Private room,285,2,0,,,16,305,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47546732,The Brickhouse NOLA,150491008,Kathryn,,Seventh Ward,29.97178,-90.06958,Entire home/apt,375,3,15,2022-09-05,1.80,1,162,15,"21-RSTR-07877, 21-OSTR-07954"
47576455,RENOVATED Suite in the heart of New Orleans,393425768,Sam,,Treme - Lafitte,29.96935,-90.06913,Entire home/apt,130,1,41,2022-09-02,2.14,52,150,22,"20-CSTR-31545, 21-OSTR-12387"
47581743,Entire Historic Marigny Mansion - 11 BD/Sleeps 26,119291090,Mansion On Royal St,,Marigny,29.96551,-90.05278,Entire home/apt,1556,2,11,2022-08-28,0.68,10,340,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583743,Sextant | The Lola | Near Bourbon St | Rooftop,133779762,Sextant Stays,,Lower Garden District,29.94056335525577,-90.06666808299687,Entire home/apt,186,1,41,2022-09-05,2.11,258,287,12,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583747,Sextant | The Lola | Near Bourbon St | Rooftop,133779762,Sextant Stays,,Lower Garden District,29.94115,-90.06538,Entire home/apt,186,1,24,2022-06-21,1.23,258,285,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583751,Sextant | The Lola | Near Bourbon St | Rooftop,133779762,Sextant Stays,,Lower Garden District,29.939926962095008,-90.06673075263265,Entire home/apt,186,1,22,2022-07-29,1.12,258,360,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583782,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94422,-90.077,Entire home/apt,84,1,15,2022-08-14,0.75,258,363,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583788,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94589,-90.07606,Entire home/apt,79,1,15,2022-08-01,0.80,258,0,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583791,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94397,-90.07578,Entire home/apt,84,1,16,2022-08-22,0.83,258,350,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583792,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.944,-90.07542,Entire home/apt,73,1,31,2022-08-03,1.56,258,352,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583795,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94612,-90.07623,Entire home/apt,79,1,8,2021-07-18,0.42,258,359,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583797,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94591,-90.07684,Entire home/apt,84,1,30,2022-06-22,1.52,258,356,13,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583798,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94576,-90.0773,Entire home/apt,84,1,7,2022-09-05,0.40,258,0,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583799,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94464,-90.07546,Entire home/apt,79,1,26,2022-09-08,1.31,258,346,16,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583803,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central City,29.94425,-90.07741,Entire home/apt,81,1,13,2022-08-13,0.65,258,339,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583805,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94469,-90.07551,Entire home/apt,84,1,16,2022-09-05,0.87,258,355,10,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583810,Sextant Brandywine | Near Bourbon St Rooftop Pool,133779762,Sextant Stays,,Central Business District,29.94569,-90.07562,Entire home/apt,79,1,10,2022-08-15,0.53,258,358,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583814,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94555,-90.07526,Entire home/apt,84,1,25,2022-06-30,1.26,258,340,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583816,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.9462,-90.07669,Entire home/apt,73,1,21,2022-09-05,1.05,258,337,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583817,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central City,29.94432,-90.07746,Entire home/apt,84,1,11,2022-06-30,0.55,258,352,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583819,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94401,-90.07618,Entire home/apt,73,1,43,2022-08-21,2.14,258,335,15,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47583822,Sextant Brandywine Rooftop Pool Near Bourbon St,133779762,Sextant Stays,,Central Business District,29.94599,-90.07741,Entire home/apt,84,1,33,2022-08-29,1.67,258,354,20,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47595574,"Family home | blocks to Tremé, FQ, Frenchmen",384163501,Fleur ⅆⅇ Lit,,Seventh Ward,29.97193,-90.06283,Entire home/apt,343,2,33,2022-06-27,1.97,3,185,24,"22-RSTR-04647, 22-OSTR-04629"
47703677,Governors Historic Home 5Bed/5.5BA,323664718,Nichole,,Treme - Lafitte,29.964935302734375,-90.06498718261719,Entire home/apt,434,1,29,2022-08-21,1.44,29,101,21,"21-CSTR-14647, 20-OSTR-02200"
47703872,🇺🇦Governors Apartment Steps to FQ - 5 bed 1111A,323664718,Nichole,,Treme - Lafitte,29.96601,-90.06441,Entire home/apt,387,1,22,2022-08-23,1.66,29,69,21,"21-CSTR-01626, 20-OSTR-02200"
47703969,🇺🇦Governors Apartment - Steps to French Quarter,323664718,Nichole,,Treme - Lafitte,29.96565,-90.06593,Entire home/apt,189,1,26,2022-08-01,1.29,29,102,21,"20-CSTR-33877, 20-OSTR-02200"
47705011,🇺🇦Governors Apartment -  2 bedroom  - Steps to FQ,323664718,Nichole,,Treme - Lafitte,29.96597,-90.06455,Entire home/apt,138,1,12,2022-07-24,0.60,29,112,11,"20-CSTR-33878, 20-OSTR-02200"
47705687,Bluegreen Club La Pension - 1 Bedroom,194953121,,,Central Business District,29.95355,-90.06759,Entire home/apt,108,2,2,2022-05-09,0.31,32,2,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47705690,Bluegreen Club La Pension - 1 Bedroom,194953121,,,Central Business District,29.9529,-90.06783,Entire home/apt,108,2,1,2022-04-05,0.19,32,318,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47705693,The Marquee- 2 Bedroom Standard,194953121,,,Central Business District,29.95587,-90.07415,Entire home/apt,289,2,0,,,32,4,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47705694,The Marquee- 2 Bedroom Standard,194953121,,,Central Business District,29.95398,-90.07447,Entire home/apt,289,2,1,2022-04-05,0.19,32,0,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47731869,STUNNING Creole Cottage walk to French Quarter!,7707451,Devin,,Seventh Ward,29.97125,-90.05782,Entire home/apt,239,2,32,2022-07-31,1.62,5,24,18,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47732326,“New!” Modern Home 10 Minutes From Bourbon Street!,381863598,Keith,,Plum Orchard,30.01959,-90.00177,Entire home/apt,250,30,4,2022-05-31,0.29,1,30,2,
47732728,NOLA HAPPY LAND -  Beautiful Bywater 2 Bedroom,50947276,Olivia,,St. Claude,29.96848,-90.04553,Entire home/apt,94,3,48,2022-08-28,6.21,1,94,48,"21-rstr-00784, 21-OSTR-07021"
47743151,Historic New Orleans Shotgun House,260671536,Christopher,,Treme - Lafitte,29.96995,-90.07609,Entire home/apt,155,30,9,2022-08-03,0.52,1,147,5,
47770584,THE ULTIMATE DUCK-OFF *7th ward Special *,385005425,Stefanie,,Florida Area,29.97995,-90.04072,Private room,30,1,2,2021-02-15,0.10,1,0,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
47787202,Modern 3-bed/2bath Luxury Gem in Musicians Village,64430319,Roman,,St. Claude,29.97326,-90.03457,Entire home/apt,88,60,33,2022-07-22,1.79,1,90,16,"21RSTR-01619, 21-OSTR-01618"
47788514,Uptown Oasis - 7 mins to Downtown+Mag St.+French Q,1614472,Rebekah,,Central City,29.93772,-90.08768,Entire home/apt,150,3,42,2022-09-05,2.92,2,245,35,"21-RSTR-09829, 21-OSTR-09828"
47800516,**Downtown Treasure** Casa de Roberto Azul,127562846,Trenice,,Tulane - Gravier,29.96511,-90.08371,Entire home/apt,135,3,22,2022-09-05,1.12,4,253,16,"19STR-16757, 20-OSTR-0936"
